"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000057468.7",10.7904877500828,7.82018922620744,1.56430904832987,4.99913315374392,5.75886251775644e-07,9.01137623210393e-06
"ENSG00000232611.1",9.4037614374362,7.77659964769926,1.52643257261172,5.09462375687746,3.49434512699304e-07,5.76475150547713e-06
"ENSG00000196218.15",9.84476044863226,7.77215047476122,1.58292834729887,4.90998249416893,9.10845237827751e-07,1.33025769617634e-05
"ENSG00000119922.11",42.6282894036757,7.73048223178407,1.08947001160253,7.09563562967015,1.28758307746113e-12,6.77599586015857e-11
"ENSG00000204248.12",9.93682238937056,7.67003411061198,1.58854756780902,4.82833140539238,1.37681827318495e-06,1.91633371613714e-05
"ENSG00000115556.14",8.54737990772602,7.66236495746812,1.54568510290452,4.95726130960933,7.1493792167937e-07,1.08799922814534e-05
"ENSG00000267011.5",9.46299106471203,7.63119368552147,1.6054726713937,4.75323798498351,2.0018448015178e-06,2.63739552871296e-05
"ENSG00000202337.1",387.881155023974,7.59436249699174,0.59308823466059,12.8047768496669,1.54168358912426e-37,7.26132970477527e-35
"ENSG00000105523.4",21.6729032694097,7.54600077746669,1.44501199683007,5.22210251127353,1.76902987505905e-07,3.18956790003026e-06
"ENSG00000269053.1",69.0914103173011,7.516626292703,1.0587923099441,7.09924526472982,1.25440024018444e-12,6.63845520367272e-11
"ENSG00000197653.16",18.2291415788744,7.38768293815694,1.34353152913982,5.49870455432246,3.82591540477567e-08,7.99115811817889e-07
"ENSG00000173809.18",6.85507884998485,7.34968069162344,1.54815321348535,4.7473858708578,2.06062595338283e-06,2.71104699453439e-05
"ENSG00000107614.22",6.86310948649023,7.28114057156035,1.54772828234609,4.70440493632602,2.54607465404652e-06,3.26313241375759e-05
"ENSG00000274010.1",18.6078297258124,7.1208021441984,1.4665148055275,4.85559512754943,1.20025716416038e-06,1.70039220524077e-05
"ENSG00000252179.1",179.638329590915,7.02359748934438,0.973198435736477,7.21702505001378,5.31371916755276e-13,3.03365057929376e-11
"ENSG00000186517.14",17.9060554542473,6.99867144578549,1.46806086547682,4.76728970192415,1.86720729120984e-06,2.4843351247453e-05
"ENSG00000221923.9",5.43599802861984,6.96432144585587,1.54763540468228,4.49997552704321,6.79612863135138e-06,7.4876645271731e-05
"ENSG00000220875.1",36.8422678068866,6.95130879472294,0.924350642848677,7.52020767065224,5.46893035751495e-14,3.81609807168821e-12
"ENSG00000148677.7",126.591294909018,6.91758045343127,0.520083408505266,13.3009058552985,2.28680857978544e-40,1.26716098950464e-37
"ENSG00000068976.14",13.2661890467968,6.88570818465195,1.44391026524919,4.76879232066656,1.85333597506208e-06,2.47150934134289e-05
"ENSG00000213062.5",13.2820017098223,6.87840013236269,1.41725578575241,4.85332302151161,1.21409691265227e-06,1.71466160677427e-05
"ENSG00000287054.1",5.04203003922453,6.87093253668766,1.5473340971796,4.44049707765869,8.97513236902561e-06,9.52091744552041e-05
"ENSG00000165807.8",5.00392697664027,6.86521472744712,1.58714384349867,4.32551514191277,1.52175814501095e-05,0.000149634256012558
"ENSG00000227688.2",5.23749494243853,6.85001230399363,1.56276040825396,4.38327735193074,1.16907122263863e-05,0.000120094339337578
"ENSG00000259687.4",12.0132151000564,6.5620620998579,1.54511514826042,4.24697285975473,2.16678195221787e-05,0.000201491470778799
"ENSG00000178977.4",482.815426110255,6.54663255552392,0.470228465523336,13.9222378811923,4.64140552065201e-44,3.64350333371183e-41
"ENSG00000138650.9",11.2472931906355,6.473975292047,1.49892072285588,4.31909119230281,1.5667303806945e-05,0.000153256492067936
"ENSG00000288929.2",3.75433916021097,6.40956292673704,1.57821039554208,4.06128545651577,4.88032547060825e-05,0.000405760511325064
"ENSG00000183914.15",3.69940854458421,6.39105877733952,1.57843929884662,4.04897342711217,5.14427846759389e-05,0.000422117623386189
"ENSG00000130818.12",9.17989873849922,6.36830903526105,1.40655388834408,4.52759690761537,5.96582444680577e-06,6.68229087858625e-05
"ENSG00000133392.19",18.7809470010675,6.33531721025752,1.1517581810542,5.50056193606442,3.78582734575829e-08,7.92499857712068e-07
"ENSG00000248932.8",214.545361873811,6.28729507120193,0.45400442181953,13.84853267729,1.29837272893733e-43,8.73619364756402e-41
"ENSG00000240457.3",18.9167399708751,6.27960640910261,1.09924389730328,5.71265978779418,1.11223897741189e-08,2.63911616302771e-07
"ENSG00000289866.1",9.11415419256176,6.26490638184659,1.45730690131287,4.2989615819445,1.71600211596913e-05,0.000164109034846997
"ENSG00000289943.1",8.77545919454794,6.19885995209023,1.462544045782,4.23840907216973,2.2510932025342e-05,0.000207082987967501
"ENSG00000286138.3",16.8445209336497,6.16521828452345,1.11119306227685,5.54828723632492,2.88481661904659e-08,6.20433163274404e-07
"ENSG00000253848.1",23.2102624513015,6.1134694946114,1.06945114463637,5.71645514175413,1.08769166047301e-08,2.58738773779185e-07
"ENSG00000236824.2",414.819563921903,6.03260574661873,0.361094967233812,16.7064243316152,1.17683985450983e-62,1.84763857158044e-59
"ENSG00000287548.1",15.3169324142719,6.01114108823069,1.24328847730093,4.83487235503086,1.33231098155207e-06,1.86207261813361e-05
"ENSG00000288736.2",7.23487708864778,6.00252316542589,1.37771421322384,4.35687104612214,1.31934945038582e-05,0.000132638973560666
"ENSG00000207357.1",14.6001263364221,5.99979771623753,1.08002584456055,5.55523531816849,2.77238014744289e-08,5.98986719929175e-07
"ENSG00000259363.6",143.703453051542,5.998465232029,0.600310460378724,9.99227171261465,1.64761791096047e-23,3.37403493940166e-21
"ENSG00000251131.3",373.342125146692,5.99275679436958,0.341655776983772,17.5403350333345,7.05104707231624e-69,1.66052158553047e-65
"ENSG00000289589.2",17.6340327139372,5.95820780502229,1.20695259798061,4.93657150661192,7.95078939600717e-07,1.18319804281813e-05
"ENSG00000259932.1",852.485068480271,5.88171178628114,0.411245680170843,14.3021849708858,2.12045941245901e-46,1.99747276653638e-43
"ENSG00000173567.16",26.3725129125236,5.85491767767329,0.987605576194588,5.92839673934738,3.05906682561521e-09,8.32844205124141e-08
"ENSG00000172426.16",7.60912235339675,5.84352077655509,1.50149757532493,3.89179501358204,9.95053002727803e-05,0.000749871942855672
"ENSG00000179698.14",6.11077301065723,5.82339808743942,1.36238997755627,4.27439880164483,1.91653728343259e-05,0.00018017745718498
"ENSG00000159450.13",32.1848581376872,5.79893549491749,0.917639344960614,6.3194059046873,2.62570767215439e-10,8.89718211212028e-09
"ENSG00000224977.2",14.406452145331,5.79800995399899,1.12077409795249,5.17321908544388,2.30094952131693e-07,3.99170248449456e-06
"ENSG00000119917.15",43.2519312889266,5.78735561694517,0.610683499772885,9.47684949584769,2.62076197336131e-21,4.65803354510633e-19
"ENSG00000264275.1",20.8852551244769,5.736140452088,0.965125502037814,5.94341403265837,2.79146177497549e-09,7.62190432471569e-08
"ENSG00000265681.8",20.4280345384207,5.73281987029828,0.984660344328421,5.82212932948803,5.81025590329336e-09,1.48211785833341e-07
"ENSG00000260035.1",15262.4811493176,5.72481842750908,0.781145016770023,7.32875241421981,2.32305093569962e-13,1.43968025094016e-11
"ENSG00000198590.12",11.5339002717945,5.66551562669092,1.1385445026629,4.97610380045755,6.48768663879956e-07,9.98594904207384e-06
"ENSG00000147166.11",12.2263804311176,5.66178857814085,1.10070339821057,5.14379131321418,2.6924861602379e-07,4.56173014918004e-06
"ENSG00000028277.22",5.86491891494906,5.60847322335756,1.51211239848857,3.7090319667794,0.000208053162357539,0.00141813371158322
"ENSG00000223131.1",34.8290142515548,5.56713862711508,0.835796799099951,6.66087574528905,2.72200704079543e-11,1.1246186984339e-09
"ENSG00000225880.6",11.2026211653034,5.43562232826684,1.1567584384816,4.69901247091987,2.61422492232544e-06,3.33685620166743e-05
"ENSG00000286585.3",24.7930917693815,5.41320569590545,0.80039368245563,6.76317893876621,1.34996334404471e-11,5.78029759131871e-10
"ENSG00000125740.15",49.1886579237179,5.39844140026704,0.509602324012059,10.5934395231276,3.19627162879022e-26,7.52721968580098e-24
"ENSG00000204387.14",9.28395707988542,5.38193679118269,1.20847024547423,4.45351204246713,8.44769676806759e-06,9.04287540399962e-05
"ENSG00000172361.6",20.4386397345437,5.305524885917,0.84299205100084,6.29368317247835,3.10020280052701e-10,1.0364536529822e-08
"ENSG00000006837.12",9.43904585417795,5.29672387899261,1.14875598313579,4.6108346391668,4.01055472165042e-06,4.75212899093673e-05
"ENSG00000167740.10",930.635839604668,5.29498085473402,0.332768683939452,15.9118964923317,5.24017844757703e-57,7.05178299659652e-54
"ENSG00000224843.8",30.3384287264423,5.26862870208312,0.842473033677529,6.25376539244789,4.00672773379032e-10,1.31053386292725e-08
"ENSG00000245281.9",12.0478127144496,5.25167520814553,1.01338932948952,5.18228784863066,2.1918060630966e-07,3.83769760490147e-06
"ENSG00000207359.1",34.3625158904714,5.23142757235979,0.751448094356894,6.9617949817771,3.35964198991451e-12,1.6313313167523e-10
"ENSG00000232536.1",7.148098146502,5.22757241874436,1.19540147612825,4.37306839847293,1.22512319126896e-05,0.000124763896883823
"ENSG00000086730.17",11.9750188332127,5.19836624627947,0.930980247403257,5.58375568201264,2.35379310713946e-08,5.20486644818162e-07
"ENSG00000229222.1",8.36069372918674,5.1931811882369,1.12570610781084,4.61326553369785,3.96391369724387e-06,4.71376461128163e-05
"ENSG00000130783.14",31.5627888426165,5.18901219633707,0.681875839838788,7.60990768871336,2.7429175962907e-14,1.98756028900449e-12
"ENSG00000280367.1",6.78259848102587,5.17078720295892,1.21131622934297,4.26873435499464,1.96585216355225e-05,0.000183896001794064
"ENSG00000156042.19",14.5935325522176,5.16991894661915,0.860273874705867,6.00961984157287,1.85958859683743e-09,5.27630258500257e-08
"ENSG00000184697.7",30.2208026498533,5.15291050242304,0.782309155062331,6.58679560258051,4.49420298672747e-11,1.75665527531007e-09
"ENSG00000225595.2",95.1656456723826,5.13017056354838,0.580005327595971,8.84504041508052,9.14951897521016e-19,1.30588589009818e-16
"ENSG00000261889.1",3002.95104085876,5.11380063585946,0.449554332819849,11.375267153545,5.55325543256691e-30,1.74372220582601e-27
"ENSG00000283160.1",1644.49935767061,5.10705555463645,0.439619505595282,11.6169903510561,3.37828438202702e-31,1.17864588439609e-28
"ENSG00000279584.1",14.2452071743579,5.09559488937932,0.854669227542455,5.96206663954822,2.49067525380898e-09,6.86028096224579e-08
"ENSG00000204929.13",11.9980738764784,5.08250843193944,1.13031380920393,4.49654634894624,6.90661293992112e-06,7.57395737998335e-05
"ENSG00000186567.14",7.46623063091724,5.07253557753241,1.18392551429032,4.28450566890014,1.83145939226774e-05,0.000173042602559299
"ENSG00000272008.1",6.55295908216884,5.06556653250429,1.30764745682856,3.87380138740897,0.000107150748515778,0.000799809866100339
"ENSG00000290065.1",7.60783393157672,5.03565344769407,1.13792841895908,4.42528138307719,9.63166544773623e-06,0.000100587903012944
"ENSG00000197140.15",11.3694489027859,5.02957657700099,0.992541538525636,5.067371371149,4.03346883374582e-07,6.56222390567973e-06
"ENSG00000288865.1",6.41314371094365,4.96487327542843,1.32393360749539,3.75009233644348,0.000176769466811196,0.00123135594265522
"ENSG00000289494.2",82.8819153923986,4.96432409018957,0.546076407017849,9.09089648699527,9.82257551985527e-20,1.51686330159077e-17
"ENSG00000255046.1",51.6296515384573,4.94716394613601,0.610354025833778,8.10540069655132,5.25719666955238e-16,5.00230228557408e-14
"ENSG00000255468.7",661.193624264442,4.92371672279535,0.674241906317454,7.30259670403387,2.82266294605029e-13,1.72658993193466e-11
"ENSG00000289285.1",11.9390500179202,4.91479600668165,0.979640874163872,5.01693644712043,5.25019251973794e-07,8.25656319464631e-06
"ENSG00000260589.1",7.29101091456554,4.90145284546676,1.13401249610072,4.32222119449328,1.54466212773417e-05,0.000151403188401284
"ENSG00000185112.6",9.11900315699616,4.82673353141408,0.987276928647691,4.8889358105688,1.01382544008673e-06,1.46701008381214e-05
"ENSG00000010295.20",6.88640811056576,4.80590792151463,1.17964148047732,4.0740411396605,4.62043141799545e-05,0.000386702883872747
"ENSG00000234912.12",12.2281404451495,4.7749008031365,0.838717964810836,5.6930947034304,1.24757141313702e-08,2.92341360988823e-07
"ENSG00000126709.16",16.9587916777713,4.77227336627274,0.790607453455877,6.03621094819222,1.57774975859934e-09,4.5450772862403e-08
"ENSG00000241343.10",7.57262143752623,4.75520975487227,1.1201358115541,4.24520822013072,2.18390525678132e-05,0.000202484129122835
"ENSG00000197989.15",36.8373227797472,4.74437908340287,0.519116006246304,9.13934270243212,6.28330571194235e-20,1.00319897977114e-17
"ENSG00000162614.19",16.9329455950781,4.73786348436667,1.00906548620754,4.69529832218659,2.66217912340685e-06,3.39346784066205e-05
"ENSG00000272476.1",24.9743196519729,4.72046376321211,0.731815361035353,6.45034801747496,1.11593593454268e-10,4.0587322406919e-09
"ENSG00000147174.12",17.6394399024996,4.70925217453734,0.738549270625426,6.37635478341127,1.81352542948425e-10,6.37440654691852e-09
"ENSG00000283078.1",11.4703852909203,4.70251008882365,0.916925113061179,5.12856505055707,2.91959015553407e-07,4.91116772591623e-06
"ENSG00000124216.4",27.2622086411366,4.66232748868391,0.644831293795713,7.23030586998926,4.81907407854152e-13,2.81960731800379e-11
"ENSG00000138356.14",4.60156850772876,4.64146164069992,1.29757590012238,3.57702515919274,0.000347526736237869,0.00215516909503669
"ENSG00000247092.9",64.0419213105114,4.63949506689579,0.36852358791422,12.5894114218157,2.4146710447619e-36,9.88965271376395e-34
"ENSG00000204947.9",5.65095042731791,4.62744045202068,1.22121802591491,3.78920090747425,0.000151132651717338,0.00107772110460055
"ENSG00000255008.5",235.253604365937,4.61278928199841,0.505135176510751,9.13179183810067,6.73747670076499e-20,1.0577838420201e-17
"ENSG00000212195.2",13.3147316293435,4.5853469645549,0.766175565852181,5.98472095550951,2.16761151436066e-09,6.077053709904e-08
"ENSG00000185745.10",65.2524212568861,4.56842198535388,0.416087153362046,10.9794833809223,4.79658983563637e-28,1.36920837126347e-25
"ENSG00000261423.3",6.88343878986694,4.5608552820987,1.11174626039596,4.10242466700478,4.08842991019665e-05,0.000349165999583431
"ENSG00000288758.2",11.5645657766172,4.55352510977612,0.853830226266028,5.33305681820331,9.65730772085256e-08,1.84153519697229e-06
"ENSG00000158023.10",16.7446011580771,4.54647617105639,0.720415128329684,6.31091157343906,2.77396664275854e-10,9.36586586909871e-09
"ENSG00000236814.1",9.97181126510656,4.53796606744497,1.10242593070703,4.11634554399004,3.8492707980405e-05,0.000329637553795832
"ENSG00000227388.3",8.34608213366919,4.53344042684175,1.04239776418018,4.34905041302271,1.36728281481443e-05,0.000136873582524463
"ENSG00000185338.7",16.9710076958762,4.52699038651432,0.719228602051876,6.29423019829764,3.0892908845181e-10,1.0364536529822e-08
"ENSG00000110876.10",5.7372517556257,4.50594708062346,1.20404085674297,3.74235397029003,0.000182304475102857,0.00126365574353856
"ENSG00000267787.7",40.7833012790788,4.48800419394999,0.6507881532207,6.89625982240028,5.3389509561072e-12,2.48974841616484e-10
"ENSG00000126953.8",169.405124462112,4.47445710315481,0.371981341838897,12.028713808696,2.5104107010571e-33,9.85336200164913e-31
"ENSG00000179520.11",4.42077305974719,4.46251537477804,1.24748918769126,3.57719763730927,0.000347297587493618,0.00215516684729241
"ENSG00000149201.10",15.1036212243489,4.45865429980465,0.871045241887029,5.11874020475152,3.07583311016462e-07,5.15557791774923e-06
"ENSG00000253190.4",216.119811950055,4.43600516472474,0.399938516770433,11.0917177983911,1.37619337911087e-28,4.05116925975762e-26
"ENSG00000267348.3",32.5496442745736,4.42709046065423,0.636327940632889,6.95724669303545,3.46987060940963e-12,1.67621441746865e-10
"ENSG00000289540.1",14.8978244629975,4.42677329398208,0.790815831975765,5.59772973047629,2.1717696653115e-08,4.83642322629653e-07
"ENSG00000158865.13",8.62470774299439,4.41770633573605,0.968447569674482,4.56163707160826,5.07563243530448e-06,5.79544939885675e-05
"ENSG00000188878.20",8.07511790171283,4.41765462636861,1.00450085076515,4.39786051251585,1.09323198798471e-05,0.000112672268345908
"ENSG00000119630.14",10.2869397181741,4.40168828155149,0.921066506987259,4.77890385565,1.76253444874714e-06,2.37526101676654e-05
"ENSG00000235100.6",5.12076048586849,4.38858482018531,1.18474967780882,3.70422959582646,0.000212034150390453,0.00144117074632981
"ENSG00000254028.1",3.90273366180245,4.35503088595616,1.2841751520665,3.39130599042352,0.000695603919435429,0.00388647029720151
"ENSG00000184786.6",8.39355537004366,4.34087431229793,0.880741566839231,4.92865838940278,8.2796197066617e-07,1.22439588126771e-05
"ENSG00000260806.1",4.82825812171265,4.32801722953698,1.25325636975833,3.45341730070087,0.000553531995833342,0.00319501924065569
"ENSG00000149781.14",14.9668225093341,4.32704070766779,0.718951072402883,6.01854684381501,1.75989786856006e-09,5.02370846116235e-08
"ENSG00000232040.4",41.3342996770882,4.2959708733362,0.699224957226045,6.14390380226002,8.05176171840596e-10,2.48680640614374e-08
"ENSG00000275708.1",110.831607154115,4.28763810576463,0.600211244078527,7.14354845575612,9.09518391589484e-13,4.89580757072739e-11
"ENSG00000258667.4",17.0528699976595,4.27887318287872,0.713238886949317,5.99921465468663,1.98274114112385e-09,5.60883530011611e-08
"ENSG00000165923.17",23.1373493373358,4.2727577451113,0.607143420373568,7.03747681640415,1.95752092565795e-12,1.00764191910918e-10
"ENSG00000255836.1",4.62637165085684,4.25718685331616,1.2266295704011,3.47063771821844,0.000519224009487101,0.00301919146257314
"ENSG00000290051.1",5.3394131128437,4.24893182733988,1.13762436062285,3.73491635236571,0.000187777590678319,0.00129397578945849
"ENSG00000260318.1",4.72715654597112,4.23939490755123,1.2177985787394,3.48119547974808,0.000499181037399769,0.00292248935506888
"ENSG00000202111.1",205.002304867108,4.22767862958434,0.317013647485595,13.3359515059252,1.43018200602805e-40,8.42019656049013e-38
"ENSG00000290074.1",6.94893779179204,4.22694003995348,0.979755641608166,4.3142798677999,1.60123994626801e-05,0.000155440788907817
"ENSG00000261441.1",354.162926039739,4.19982657684213,0.456354778778427,9.2029858613166,3.48138718585465e-20,5.65425298116393e-18
"ENSG00000245750.11",9.52155973721619,4.19730441890023,0.856882839280467,4.89834108759227,9.66491572011359e-07,1.40282752054653e-05
"ENSG00000278920.1",4.6971007430949,4.17774661818299,1.25609528515127,3.32597906191478,0.000881085469624341,0.0047251647374671
"ENSG00000171766.17",4.52287996777247,4.15329492450858,1.25311199424136,3.31438446331606,0.000918451273647555,0.00489910022523214
"ENSG00000171931.13",18.024093366311,4.14767882609724,0.689951422872845,6.01155195655221,1.83755598371633e-09,5.22953998991172e-08
"ENSG00000109063.15",30.8716282664715,4.13935400482314,0.487356618573035,8.49348064040465,2.00538888424876e-17,2.39547004731835e-15
"ENSG00000253320.7",12.7424622265308,4.12152338752571,0.791240722473556,5.20893739473002,1.8992517810928e-07,3.38203247219171e-06
"ENSG00000258457.5",50.3243053508703,4.11537515560468,0.604333397351204,6.80977614946053,9.77507258571746e-12,4.24511539296463e-10
"ENSG00000264229.1",42.7408798020672,4.11121294658781,0.538931408393851,7.62845305089981,2.37587336308291e-14,1.77624818097151e-12
"ENSG00000272501.1",9.31227616019262,4.11007729391036,1.03040701396507,3.9887900977057,6.64111524500188e-05,0.000526593481548129
"ENSG00000228649.11",27.3718186647172,4.10118227478764,0.536516661148117,7.64409117512089,2.10426266897729e-14,1.61155726355822e-12
"ENSG00000279035.1",5.6667835351272,4.10052460336797,1.16627061435228,3.51592893870974,0.000438218257099136,0.0026226276886111
"ENSG00000272055.1",654.337866964186,4.0994369255283,0.470870591048853,8.7060797668355,3.14565504515054e-18,4.05918774319426e-16
"ENSG00000264666.3",5.5127621468082,4.09389865997645,1.03533961310119,3.95416016944804,7.68039481821831e-05,0.000596941577455581
"ENSG00000174827.14",6.84052283487218,4.07415611111032,1.00244317737594,4.06422648491169,4.81920138571331e-05,0.000401387065016971
"ENSG00000267757.4",37.1723269260048,4.0711696768554,0.640324598816192,6.35797794490798,2.04426812829253e-10,7.05384826685555e-09
"ENSG00000107201.12",6.1533787385891,4.07100144961348,0.998072114181148,4.07886503567276,4.52560990919843e-05,0.000380296568640938
"ENSG00000264920.4",6.18223502309403,4.06837834548617,0.971290450223227,4.18863208688107,2.80640949117045e-05,0.000250581776368016
"ENSG00000137959.17",12.512659877724,4.04826062789473,0.793179824466423,5.1038371161521,3.3283477925934e-07,5.54920994800529e-06
"ENSG00000258179.1",19.8451284005225,4.0426253907466,0.669161170756107,6.04133289171382,1.52846257582213e-09,4.44386341489026e-08
"ENSG00000108187.16",6.16997627721489,4.03762328133161,0.97336776457938,4.14809636014234,3.35251296225943e-05,0.000290798085676647
"ENSG00000275401.1",5.84726534568197,4.03742377887779,1.14130132650021,3.53756162823233,0.000403839929124522,0.00245579275457963
"ENSG00000234028.4",11.5115234931608,4.03584277672909,0.820471296536145,4.91893231825119,8.70175488742337e-07,1.28299677946507e-05
"ENSG00000137877.10",4.17390335064836,4.01819795300921,1.31581933823148,3.05376113289979,0.00225991943388767,0.0104049076574887
"ENSG00000290039.1",4.38425995110027,4.0139456521769,1.23625307759843,3.24686403205924,0.00116684119529589,0.00598347526384716
"ENSG00000289126.2",7.52363609775309,4.01224914246829,0.952526874558363,4.2122162110424,2.52877317036428e-05,0.000228806506868124
"ENSG00000150672.19",10.4637082858138,4.01106064312815,0.904689585658228,4.43363194040729,9.26587580239146e-06,9.76337248976818e-05
"ENSG00000121101.16",10.1088780928738,4.00738283579336,0.900898936657015,4.44820464619888,8.65910111836892e-06,9.21680593616217e-05
"ENSG00000155542.12",8.37870527284881,4.00338839622141,0.846457619413636,4.72957925406197,2.24985614791525e-06,2.93134784417173e-05
"ENSG00000289138.1",6.01934909547504,4.00048610520339,1.10141998034147,3.63211688239316,0.000281105737604451,0.00181495274039337
"ENSG00000288814.1",21.8256529364998,3.99689574476759,0.643317505599528,6.21294416828088,5.20009299800659e-10,1.6548944608521e-08
"ENSG00000228549.5",59.7176309923641,3.99514228044121,0.426462153631416,9.36810510949617,7.3846331624809e-21,1.26478626164673e-18
"ENSG00000198483.13",7.40177432120824,3.98953766236272,0.886054353486132,4.50258795825121,6.71309569900307e-06,7.40484326517669e-05
"ENSG00000265185.6",19.2601916378791,3.98361906197295,0.550479820190247,7.23663051008154,4.59969032451174e-13,2.72509955074846e-11
"ENSG00000105948.13",5.04722874113344,3.98051702010794,1.08118121712494,3.68163722885684,0.000231740998324011,0.00154493998882674
"ENSG00000233421.5",105.365076469388,3.97894002183925,0.376186765073262,10.5770335143618,3.80825046265723e-26,8.74968764834906e-24
"ENSG00000286230.1",11.4702110311293,3.97201061526136,0.797791661911722,4.97875674175806,6.39940129007802e-07,9.89858130583497e-06
"ENSG00000185621.11",12.6469394405388,3.96122744619845,0.693680442997008,5.71044994303745,1.12677876120925e-08,2.6668984750229e-07
"ENSG00000229337.2",8.43403490082124,3.95342155208317,0.844840355193617,4.67948947724821,2.87590118250322e-06,3.58821048201064e-05
"ENSG00000161960.16",32.0212037958284,3.94100834174999,0.508744387811268,7.7465391976216,9.4430872392032e-15,7.73512015593862e-13
"ENSG00000124614.17",8.91928418403839,3.9387228229584,0.869783225160127,4.52839593708338,5.94331384316884e-06,6.66500195269648e-05
"ENSG00000279140.1",12.8516152660477,3.93584924173551,0.83919464737746,4.69003139383134,2.73163134836808e-06,3.45859775559506e-05
"ENSG00000235927.4",6.4602284143327,3.92972265667969,1.01769001682522,3.86141417495557,0.000112732613117852,0.00083683310919635
"ENSG00000119946.12",48.7048047492919,3.90882342998091,0.506086835752435,7.72362202263053,1.13069804522997e-14,9.10971143225137e-13
